year,country,song_name,lyrics,lyrics_en,language,song_name_song,style,language_song
2011,North Macedonia,Rusinka (Русинкa),"Кожа бела, нежна како снегот
Нов, неизгазен
Очи сини, како ведро небо
Во нив сум заробен
Јас Македонец, а она Русинка
Јас добредојден како музика, музика
Музика, што не ја разбира

Ни ""какаљин"", ни ""камаја""
Ма ништо не ја разбирам
И ""какаљин"" и ""камаја""
За неа сѐ ќе научам

Ни ""какаљин"", ни ""камаја""
Ма ништо не ја разбирам
И ""какаљин"" и ""камаја""
За неа сѐ ќе научам

Јас Македонец, а она Русинка
Дајте ѝ водка, а мене ракија
Музика, музика, што не ја разбира

Ни ""какаљин"", ни ""камаја""
Ма ништо не ја разбирам
И ""какаљин"" и ""камаја""
За неа сѐ ќе научам

Лала, лала, лала, лала...

Ни ""какаљин"", ни ""камаја""
Ма ништо не ја разбирам
И ""какаљин"" и ""камаја""
За неа сѐ ќе научам

Ни ""какаљин"", ни ""камаја""
Ма ништо не ја разбирам
И ""какаљин"" и ""камаја""
За неа сѐ ќе научам
За неа сѐ ќе научам","
Pure and white, her skin is so inviting
Like a new, unbeaten snow
Eyes of blue, so beautiful and blinding
Like the sky over Moscow
I’m a Macedonian, she’s a Russian girl
I’m welcomed like the music, music
Music which I don’t understand
Neither “kakalin” nor “kamaja”
I just don’t understand any of it
Neither “kakalin” nor “kamaja”
I’ll learn it all for her
Neither “kakalin” nor “kamaja”
I just don’t understand any of it
Neither “kakalin” nor “kamaja”
I’ll learn it all for her
I’m a Macedonian, she’s a Russian girl
Give her a vodka, and me a rakia
Music, music which I don’t understand
Neither “kakalin” nor “kamaja”
I just don’t understand any of it
Neither “kakalin” nor “kamaja”
I’ll learn it all for her
Lаlа, lаlа, lаlа, lаlа…
Neither “kakalin” nor “kamaja”
I just don’t understand any of it
Neither “kakalin” nor “kamaja”
I’ll learn it all for her
Neither “kakalin” nor “kamaja”
I just don’t understand any of it
Neither “kakalin” nor “kamaja”
I’ll learn it all for her
I’ll learn it all for her
",Macedonian/English (Russian),,,
2011,Israel,Ding Dong (דינג דונג),"ואולי הימים הטובים
הגיעו הם כאן
רק עוד רגע קטן
והכל ישתנה מעכשיו
ונאהב, נאהב

And if you have a dream of your own
Don't be afraid to go on with your heart
Close your eyes and hear the bells
Of your soul

Ding dong, say no more
I hear silent prayers
And it's making me high and fly
I know where to go
And I'm coming now

ואולי,זה כמעט זה קרוב
עכשיו בא תורו של הרגע הטוב
הכאב שבלב מסתובב והולך, עוזב

Ding dong, say no more
I hear silent prayers
And it's making me high and fly
I know where to go
And I'm coming now

הללי את היום שמביא לך את הלילה
הללי את הזמן שיאיר אותך
ויביא לך גאולה

הללי את היום שמביא לך את הלילה
הללי את הזמן שיאיר אותך
ויביא לך גאולה

Ding dong, say no more
I hear silent prayers
And it's making me high and fly
I know where to go
And I'm coming now","And maybe the better days
Have arrived here, just a short moment
And everything will change from now on
And we’ll love, we’ll love
And if you have a dream of your own
Don’t be afraid to go on with your heart
Close your eyes and hear the bells of your soul
Ding dong, say no more
I hear silent prayers, and it’s making me high and fly
I know where to go and I’m coming now
And maybe it’s almost, it’s close
Now comes the turn of the good moment
The pain in the heart turns and goes, leaves
Ding dong, say no more
I hear silent prayers, and it’s making me high and fly
I know where to go and I’m coming now
Praise the day that brings you the night
Praise the time that will light you
It will bring you redemption
Praise the day that brings you the night
Praise the time that will light you
And bring you redemption
Ding dong, say no more
I hear silent prayers, and it’s making me high and fly
I know where to go and I’m coming
Ding dong, say no more
I hear silent prayers, and it’s making me high and fly
I know where to go and I’m coming now

",Hebrew/English,,,
2011,Slovenia,No One,"[Verse 1]
And you came to me one night
Like a morning light
Just to hold me tight
Then you left and I was so alone
Saying I should’ve known
You’re no good for me

There’s no reason I should cry
No, no baby, I’ll survive
I don’t care, I don’t care

[Hook]
No one will ever hold you tight
No one will ever love you like
Just no one like I do
There is no one, no one

No one will ever treat you right
You’re the one who’s never satisfied
There is no one like I, like I am

[Verse 2]
I can feel what you’re looking for
I’m not that girl no more
I’m not made of stone
I’m gonna stand on my own
Not gonna break me down
No one will stop me now


No, no, no, no… ’cause life is kind without you
And I know I can make it through without you

Life goes all around
Round and round and round
I feel love for sure
And it’s gonna get you

Life goes all around
Spinning all around
Now you want me, don’t you

[Hook]","[Verse 1]
And you came to me one night
Like a morning light
Just to hold me tight
Then you left and I was so alone
Saying I should’ve known
You’re no good for me

There’s no reason I should cry
No, no baby, I’ll survive
I don’t care, I don’t care

[Hook]
No one will ever hold you tight
No one will ever love you like
Just no one like I do
There is no one, no one

No one will ever treat you right
You’re the one who’s never satisfied
There is no one like I, like I am

[Verse 2]
I can feel what you’re looking for
I’m not that girl no more
I’m not made of stone
I’m gonna stand on my own
Not gonna break me down
No one will stop me now


No, no, no, no… ’cause life is kind without you
And I know I can make it through without you

Life goes all around
Round and round and round
I feel love for sure
And it’s gonna get you

Life goes all around
Spinning all around
Now you want me, don’t you

[Hook]",English,No One,Ballad,English
2011,Romania,Change,"You think you’ve got the time to figure it out
Life will pass you by, your time is running out, oh yeah
You’re haunted by your troubles every day
Wasted smiles away, what’s there left to say?
You’ve gotta make believe and make your dreams come true
It ain’t that hard to do, whoa…

‘Cause I can’t change, I can’t change the world alone
I need you all, everybody, start dreaming of it
And take your step that’s gonna make a difference and change your world
‘Cause I can’t change the world alone
I need you all, everybody, start dreaming of it
And take your step that’s gonna make a difference and change your world

Strangest places that you just wanna hide
Won’t you turn the tide? A smile can change it all
You got to make believe and make your dreams come true
It ain’t that hard to do, whoa…

‘Cause I can’t change, I can’t change the world alone
I need you all, everybody, start dreaming of it
And take your step that’s gonna make a difference and change your world

You gotta make believe, make your dreams come true
It ain’t that hard to do, whoa…

I can’t change, I can’t change the world alone
I need you all, everybody, start dreaming of it
Take your step that’s gonna make a difference and change your world
(I can’t change the world alone)
(I need you all) I need you all, everybody
Take your step and make a difference and change the world

(‘Cause I can’t change the world alone)
(I need you all) I need you all, oh everybody
Take your step that’s gonna make a difference and change the world","You think you’ve got the time to figure it out
Life will pass you by, your time is running out, oh yeah
You’re haunted by your troubles every day
Wasted smiles away, what’s there left to say?
You’ve gotta make believe and make your dreams come true
It ain’t that hard to do, whoa…

‘Cause I can’t change, I can’t change the world alone
I need you all, everybody, start dreaming of it
And take your step that’s gonna make a difference and change your world
‘Cause I can’t change the world alone
I need you all, everybody, start dreaming of it
And take your step that’s gonna make a difference and change your world

Strangest places that you just wanna hide
Won’t you turn the tide? A smile can change it all
You got to make believe and make your dreams come true
It ain’t that hard to do, whoa…

‘Cause I can’t change, I can’t change the world alone
I need you all, everybody, start dreaming of it
And take your step that’s gonna make a difference and change your world

You gotta make believe, make your dreams come true
It ain’t that hard to do, whoa…

I can’t change, I can’t change the world alone
I need you all, everybody, start dreaming of it
Take your step that’s gonna make a difference and change your world
(I can’t change the world alone)
(I need you all) I need you all, everybody
Take your step and make a difference and change the world

(‘Cause I can’t change the world alone)
(I need you all) I need you all, oh everybody
Take your step that’s gonna make a difference and change the world",English,Change,Pop,English
2011,Estonia,Rockefeller Street,"[Verse 1]
Daylight is fading away
Night silhouettes in the sky
LED lights are flashing on towers
It's Manhattan's magical time
Ballerinas dancing the ""Swan Lake""
On a river made of diamonds and pearls
Everything's a little bit weird now

[Pre-Chorus]
Because tonight it is showtime
In the middle of the street life (street life)
All we celebrate are good times (good times)
Because tonight it is showtime (showtime)
Come and walk with me

[Chorus 1]
1273, down to Rockefeller Street
Life is marchin' on do you feel that
1273, down to Rockefeller Street
Everything is more than surreal (than surreal)

(Don't lie, don't lie, don't lie
Let's go, let's go)

[Verse 2]
Old-school Hollywood stars
Party Cinderellas are here
They move like computer game heroes

[Pre-Chorus]
Because they know it is showtime
In the middle of the street life (street life)
All they celebrate are good times (good times)
Because tonight it is showtime (showtime)

So let's keep movin' on

[Chorus 1]
1273, down to Rockefeller Street
Life is marchin' on do you feel that
1273, down to Rockefeller Street
Everything is more than surreal (than surreal)

So let's keep movin' on

[Chorus 2]
Keep movin' , keep movin' , keep movin' , keep movin'
If you want to know what Rockefeller groove is
Keep movin' , keep movin' , keep movin' , keep movin'
Time is right to celebrate good times

(Keep movin' , keep movin' , keep movin' , keep movin'
If you want to know what Rockefeller groove is
Keep movin' , keep movin' , keep movin' , keep movin'
Time is right to celebrate good times)

[Chorus 1]
1273, down to Rockefeller Street
Life is marchin' on do you feel that
1273, down to Rockefeller Street
Everything is more than surreal (than surreal)

So let's keep movin' on

[Chorus 2]
Keep movin' , keep movin' , keep movin' , keep movin'
If you want to know what Rockefeller groove is
Keep movin' , keep movin' , keep movin' , keep movin'
Time is right to celebrate good times

[Outro]
(She's singing)
1273 down to Rockefeller street
Life is marchin' on do you feel that
(She's singing)
1273 down to Rockefeller street
Everything is more than surreal","[Verse 1]
Daylight is fading away
Night silhouettes in the sky
LED lights are flashing on towers
It's Manhattan's magical time
Ballerinas dancing the ""Swan Lake""
On a river made of diamonds and pearls
Everything's a little bit weird now

[Pre-Chorus]
Because tonight it is showtime
In the middle of the street life (street life)
All we celebrate are good times (good times)
Because tonight it is showtime (showtime)
Come and walk with me

[Chorus 1]
1273, down to Rockefeller Street
Life is marchin' on do you feel that
1273, down to Rockefeller Street
Everything is more than surreal (than surreal)

(Don't lie, don't lie, don't lie
Let's go, let's go)

[Verse 2]
Old-school Hollywood stars
Party Cinderellas are here
They move like computer game heroes

[Pre-Chorus]
Because they know it is showtime
In the middle of the street life (street life)
All they celebrate are good times (good times)
Because tonight it is showtime (showtime)

So let's keep movin' on

[Chorus 1]
1273, down to Rockefeller Street
Life is marchin' on do you feel that
1273, down to Rockefeller Street
Everything is more than surreal (than surreal)

So let's keep movin' on

[Chorus 2]
Keep movin' , keep movin' , keep movin' , keep movin'
If you want to know what Rockefeller groove is
Keep movin' , keep movin' , keep movin' , keep movin'
Time is right to celebrate good times

(Keep movin' , keep movin' , keep movin' , keep movin'
If you want to know what Rockefeller groove is
Keep movin' , keep movin' , keep movin' , keep movin'
Time is right to celebrate good times)

[Chorus 1]
1273, down to Rockefeller Street
Life is marchin' on do you feel that
1273, down to Rockefeller Street
Everything is more than surreal (than surreal)

So let's keep movin' on

[Chorus 2]
Keep movin' , keep movin' , keep movin' , keep movin'
If you want to know what Rockefeller groove is
Keep movin' , keep movin' , keep movin' , keep movin'
Time is right to celebrate good times

[Outro]
(She's singing)
1273 down to Rockefeller street
Life is marchin' on do you feel that
(She's singing)
1273 down to Rockefeller street
Everything is more than surreal",English,Rockefeller Street,Pop,English
2011,Belarus,I Love Belarus,"Hey yeah yeah yeah...
Hey yeah yeah yeah...
Hey yeah yeah yeah...
Hey yeah yeah yeah...

I'm feeling great and it's easy to be strong
When all the hearts keep on beating as one
The sky is blue and I'm writing a new song
Saying that I'm free, friendly and young

I have so much and I'm ready to show you
Let's come together, so here is my hand
We're gonna fly watching lakes in their full view
Fields are full of gold, and it's all my land

I love Belarus, got it deep inside
I love Belarus, feel it in my mind
And I wanna see the sun shining from above
You will always be the one, I can't get enough

I love Belarus, got it deep inside
I love Belarus, feel it in my mind
And I wanna see the sun shining from above
And I'm gonna every day give you all my love

So here I go and I'm ready to rise up
Just like a star guiding me through the night
I've got no fear and I will never give up
Love is all we need and it's our light

I love Belarus, got it deep inside
I love Belarus, feel it in my mind
And I wanna see the sun shining from above
You will always be the one, I can't get enough

I love Belarus, got it deep inside
I love Belarus, feel it in my mind
And I wanna see the sun shining from above
And I'm gonna every day give you all my love

Time will not erase courage and my grace
I'm stronger every day, I say...
(I love Belarus, I love Belarus)
You will always be the one, I can't get enough

I love Belarus, got it deep inside
I love Belarus, feel it in my mind
And I wanna see the sun shining from above
And I'm gonna every day give you all my love

I love Belarus","Hey yeah yeah yeah...
Hey yeah yeah yeah...
Hey yeah yeah yeah...
Hey yeah yeah yeah...

I'm feeling great and it's easy to be strong
When all the hearts keep on beating as one
The sky is blue and I'm writing a new song
Saying that I'm free, friendly and young

I have so much and I'm ready to show you
Let's come together, so here is my hand
We're gonna fly watching lakes in their full view
Fields are full of gold, and it's all my land

I love Belarus, got it deep inside
I love Belarus, feel it in my mind
And I wanna see the sun shining from above
You will always be the one, I can't get enough

I love Belarus, got it deep inside
I love Belarus, feel it in my mind
And I wanna see the sun shining from above
And I'm gonna every day give you all my love

So here I go and I'm ready to rise up
Just like a star guiding me through the night
I've got no fear and I will never give up
Love is all we need and it's our light

I love Belarus, got it deep inside
I love Belarus, feel it in my mind
And I wanna see the sun shining from above
You will always be the one, I can't get enough

I love Belarus, got it deep inside
I love Belarus, feel it in my mind
And I wanna see the sun shining from above
And I'm gonna every day give you all my love

Time will not erase courage and my grace
I'm stronger every day, I say...
(I love Belarus, I love Belarus)
You will always be the one, I can't get enough

I love Belarus, got it deep inside
I love Belarus, feel it in my mind
And I wanna see the sun shining from above
And I'm gonna every day give you all my love

I love Belarus",English,I Love Belarus,Pop,English
2011,Latvia,Angel in Disguise,"Woke up tonight, looked at the moon
Blinding light filled up my room
Looked to my right, my better half
And it’s alright if it’s all I have
I let it ride, I’m satisfied, just be mine

Kill me with killer kiss
Kill me with tempting lips
Stare me with candy eyes
Love me with luscious thighs
Kill me with killer kiss
Kill me with tempting lips
Stare me with candy eyes
Love me with luscious thighs

Angel in disguise
Angel in disguise
Yeaah
Ooh

Not a day goes by, not without you
Crossing my mind if you only knew
Keep hope alive, I have faith in you
Two worlds collide honest and true

You’re my lullaby, passion for life, my starlit night

Kill me with killer kiss
Kill me with tempting lips
Stare me with candy eyes
Love me with luscious thighs
Kill me with killer kiss
Kill me with tempting lips
Stare me with candy eyes
Love me with luscious thighs

Angel in disguise
Angel angel in disguise

It’s simple like you and I
Just spread your wings and learn to fly
I must be one lucky guy
With a girl like you right by my side
No sweat imma do this right
Bring the moon to the moonless sky
Yeah I see the stakes are high
But this story ends with no goodbye
Girl I’m qualified I get what I see no need to try
I’ll make sure your dreams will never die

Kill me with killer kiss
Kill me with tempting lips
Stare me with candy eyes
Love me with luscious thighs

Kill me with killer kiss
Kill me with tempting lips
Stare me with candy eyes
Love me with luscious thighs

Angel in disguise whoaa yeaah

Spread your wings and fly
Ohhh Angel in disguise
Spread your wings and fly","Woke up tonight, looked at the moon
Blinding light filled up my room
Looked to my right, my better half
And it’s alright if it’s all I have
I let it ride, I’m satisfied, just be mine

Kill me with killer kiss
Kill me with tempting lips
Stare me with candy eyes
Love me with luscious thighs
Kill me with killer kiss
Kill me with tempting lips
Stare me with candy eyes
Love me with luscious thighs

Angel in disguise
Angel in disguise
Yeaah
Ooh

Not a day goes by, not without you
Crossing my mind if you only knew
Keep hope alive, I have faith in you
Two worlds collide honest and true

You’re my lullaby, passion for life, my starlit night

Kill me with killer kiss
Kill me with tempting lips
Stare me with candy eyes
Love me with luscious thighs
Kill me with killer kiss
Kill me with tempting lips
Stare me with candy eyes
Love me with luscious thighs

Angel in disguise
Angel angel in disguise

It’s simple like you and I
Just spread your wings and learn to fly
I must be one lucky guy
With a girl like you right by my side
No sweat imma do this right
Bring the moon to the moonless sky
Yeah I see the stakes are high
But this story ends with no goodbye
Girl I’m qualified I get what I see no need to try
I’ll make sure your dreams will never die

Kill me with killer kiss
Kill me with tempting lips
Stare me with candy eyes
Love me with luscious thighs

Kill me with killer kiss
Kill me with tempting lips
Stare me with candy eyes
Love me with luscious thighs

Angel in disguise whoaa yeaah

Spread your wings and fly
Ohhh Angel in disguise
Spread your wings and fly",English,Angel in Disguise,Pop,English
2011,Denmark,New Tomorrow,"[Chorus]
Come on boys, come on girls
In this crazy, crazy world
You're the diamonds, you're the pearls
Let's make a new tomorrow today

[Verse 1]
Wake up, slow down, do nothing right now
Breathe in, breathe out, did we forget how
To live to dream and what it all means
It's like we don't care

Who's hot, who's not, who's got the right upside down
Tonight, tomorrow you're out of time
Upstyle, you are back in the line
A race to nowhere

[Chorus]
Come on boys, come on girls
In this crazy, crazy world
You're the diamonds you're the pearls
Let's make a new tomorrow
Come on girls, come on boys
It's your future it's your choice
And your weapon is your voice
Let's make a new tomorrow
Today

[Verse 2]
Turn left, turn right, don't make up your mind
Your way to fame is all in vain
You get in the spot then you run out of luck
You're going nowhere

We can change it all today

[Chorus]
Come on boys, come on girls
In this crazy, crazy world
You're the diamonds, you're the pearls
Let's make a new tomorrow

Come on girls, come on boys
It's your future it's your choice
And your weapon is your voice
Let's make a new tomorrow
Today

[Bridge]
(Oooohh o-oh ooooh)
Come on boys
Let's make a new tomorrow (Oh)

[Chorus]
Come on boys, come on girls (oh)
In this crazy, crazy world(oh)
You're the diamonds, you're the pearls (oh)
Let's make a new tomorrow(oh)

[Chorus]
Come on boys come on girls (oh)
It's your future it's your choice (oh)
And your weapon is your voice (oh)
Let's make a new tomorrow (oh)

[Outro]
Today","[Chorus]
Come on boys, come on girls
In this crazy, crazy world
You're the diamonds, you're the pearls
Let's make a new tomorrow today

[Verse 1]
Wake up, slow down, do nothing right now
Breathe in, breathe out, did we forget how
To live to dream and what it all means
It's like we don't care

Who's hot, who's not, who's got the right upside down
Tonight, tomorrow you're out of time
Upstyle, you are back in the line
A race to nowhere

[Chorus]
Come on boys, come on girls
In this crazy, crazy world
You're the diamonds you're the pearls
Let's make a new tomorrow
Come on girls, come on boys
It's your future it's your choice
And your weapon is your voice
Let's make a new tomorrow
Today

[Verse 2]
Turn left, turn right, don't make up your mind
Your way to fame is all in vain
You get in the spot then you run out of luck
You're going nowhere

We can change it all today

[Chorus]
Come on boys, come on girls
In this crazy, crazy world
You're the diamonds, you're the pearls
Let's make a new tomorrow

Come on girls, come on boys
It's your future it's your choice
And your weapon is your voice
Let's make a new tomorrow
Today

[Bridge]
(Oooohh o-oh ooooh)
Come on boys
Let's make a new tomorrow (Oh)

[Chorus]
Come on boys, come on girls (oh)
In this crazy, crazy world(oh)
You're the diamonds, you're the pearls (oh)
Let's make a new tomorrow(oh)

[Chorus]
Come on boys come on girls (oh)
It's your future it's your choice (oh)
And your weapon is your voice (oh)
Let's make a new tomorrow (oh)

[Outro]
Today",English,New Tomorrow,Rock,English
2011,Ireland,Lipstick,"You say you’re on it but you just don’t know
You’re spending money like you’re on death row
You must be mis-educated
By all the guys that you dated
You think I’ll take the bait but I don’t think so

Ohhhh
Am I headed for a car crash?
Ohhhh
Im just about to meet my match, she takes the
Ohhhh
I’m about to fall in head first
Sisters let me tell you how it works

HEY!

(CHORUS)
She’s got her lipstick on
Here I come, da da dum
She’s got her lipstick on
Hit and run, then I’m gone
I'll Check my collar, collar, hey, hey, ey
I'll Check my collar, collar, hey, hey, ey

Oooohh, Oooohh

You look at me and I got you in mind
I come on over see what I could find
No appetite for delusion
I could’ve been what I’m losin’
You’re saying yes when it is no, no, no, no

Ohhhh
Am I headed for a car crash?
Ohhhh
Is this about to be my next, she takes the
Ohhhh
I’m about to fall in head first
Sisters let me tell you how it works

(CHORUS x2)

It’s not that I don’t wanna play (play, play)
And then I didn’t look your way (way, way)
It’s not like every girl’s the same (same, same)
You gotta know just how to treat this miss
Or she will be dismissed

Heyyyyy

(CHORUS x2)

Here I come
Here I come
Dum da dum da dum da dum
(x2)

Hit and run
Hit and run
Dum da dum da dum da dum

Then I’m gone
Then I’m gone
Gone, gone, gone, gone","You say you’re on it but you just don’t know
You’re spending money like you’re on death row
You must be mis-educated
By all the guys that you dated
You think I’ll take the bait but I don’t think so

Ohhhh
Am I headed for a car crash?
Ohhhh
Im just about to meet my match, she takes the
Ohhhh
I’m about to fall in head first
Sisters let me tell you how it works

HEY!

(CHORUS)
She’s got her lipstick on
Here I come, da da dum
She’s got her lipstick on
Hit and run, then I’m gone
I'll Check my collar, collar, hey, hey, ey
I'll Check my collar, collar, hey, hey, ey

Oooohh, Oooohh

You look at me and I got you in mind
I come on over see what I could find
No appetite for delusion
I could’ve been what I’m losin’
You’re saying yes when it is no, no, no, no

Ohhhh
Am I headed for a car crash?
Ohhhh
Is this about to be my next, she takes the
Ohhhh
I’m about to fall in head first
Sisters let me tell you how it works

(CHORUS x2)

It’s not that I don’t wanna play (play, play)
And then I didn’t look your way (way, way)
It’s not like every girl’s the same (same, same)
You gotta know just how to treat this miss
Or she will be dismissed

Heyyyyy

(CHORUS x2)

Here I come
Here I come
Dum da dum da dum da dum
(x2)

Hit and run
Hit and run
Dum da dum da dum da dum

Then I’m gone
Then I’m gone
Gone, gone, gone, gone",English,Lipstick,Pop,English
2011,France,Sognu,"Sognu di ste labbre
Di sta voce chjara è pura
Mai spentu ricordu di tè
Quella notte qui cù tè

Sognu, mi lamentu
U mio core, n’ hà primura
Di a vita aspettu dumane
Indinuchjatu, feghju u mare

Spartu mondu cun tè
Ma tu, ti ne vogli’andà
Cantu per a vittoria
Luntanu da tè, pensu sempre che
Sè vicinu a mè, sognu di tè

Canteraghju, canteraghju a tè
A canzona d’ohimè

Piengu è so male
Pregu u celu fin’a more
Chi dai monti, guidi front’ a tè
Esceraghju di stu sognu

Sè tu mori, eiu dinò

Version Française

Je rêve de tes lèvres
De ta voix claire et pure
Jamais éteinte, je me souviens de toi
En cette nuit, ici avec toi

Je rêve, je me plains
Mon cœur en a envie
De la vie j’attends le lendemain
Agenouillé je regarde la mer

Je partage le monde avec toi
Mais toi tu veux partir
Je chante pour la victoire
Loin de toi, je pense toujours que
Tu es près de moi, je rêve de toi

Je chanterai, je te chanterai
La chanson du pauvre de moi

Je pleure et je suis mal
Je prie le ciel jusqu’à en mourir
Que des montagnes il me guide en face de toi
Je sortirai de ce rêve

Si tu meurs, moi aussi","I dream of those lips,
of this clear and pure voice.
A memory never lost within me.
That night here with you. I dream, I wail.
In my heart there is no spring.
Of life I expect tomorrow.
Kneeling I guard the sea! I will share the world with you,
but you don't want to.
I dream of a victory.
I always think that, far away from you.
You are close to me, I dream of you. I will sing, I will sing to you, the song of you and me. I cry and feel bad.
I pray to the heaven till I die.
Here on the mountain, I'd be in front of you
to awaken from this dream. If you die, I will stop living.",Corsican,Sognu,Ballad,Corsican
2011,Italy,Madness of Love (Follia d'amore),"Saying yes, saying never is not easy, you know
And all the world around you seems to slip and disappear
I no longer know who you are, I don't care who you are
I know for certain I won't bother you with nostalgy

But you'll see another me in a fragile dream
You'll laugh as if I had never loved you
You'll look for another me beyond the shadow of a coffee
You'll only find me
If I stop for a moment, I no longer know who you are

Here we live like this, day by day, night by night
But someone hit me and I fell into your heart, my dear
And you'll fly over lands where your eyes can't find the end
Up on mountains, down lakes
Being so far away from you just makes me feel so dead

And you will see another you, almost invincible
Alive as ever and it is there where you will have me
The horizon will be beyond false magic
You'll shine, you'll shine, you'll shine, you'll shine","Saying yes, saying never
Is not easy, you know
When all of us are in the orbit of madness
I no longer know who you are
It doesn't even matter who you are
For me it's enough to miss the charm of the nostalgia And in another fragile dream you'll see another me
You'll laugh as if
I had never loved you
You'll search for another me
Beyond the shadow of a coffee
You'll find only me
If I stop for a moment I don't know who you are That's how we live around here
Day by day
Night by night
Meanwhile the world turns away from its poetry Don't ever portray me, don't ever force me
Let's lose ourselves in the threshold of my madness But you'll see another me, a fragile, a disarmed one
Because what you are
Will never change,no
Even if I were you
As the time I'd run out
So, stay with me
I don't lose the sight of you, not even for a moment And you'll see another you
Almost invincible
Alive as never before
And that's when you'll have me
Over the false spells, you'll be the sky
And you'll shine
You'll shine
You'll shine
You'll shine",Italian/English,,,
2011,United Kingdom,I Can,"You were the eyes in the face of fortune
I lost my way and I couldn't find you
Oh, oh no

We're not the first ones to be divided
Won't be the last to be reunited
Oh
Oh no

[preChorus]
It's like tears falling down
Drops of pain hit the ground
I can't speak
There's no sound when you're gone
(Yeah, yeah, come on)

[Chorus]
I can
I will
I know
I can untie these hands
And get back up again
(oh-ho)
I can
I will
I know
I can untie these hands
And get back up again
I can
Oh
I can
(Get back up again)

I have never lost anything quite like this
No second chances if I don't find it
No (no)
Oh no
(oh no)

You closed the door and you kept on walking
Left me behind and there's no more talking
No
Oh no
(Oh no)

[preChorus]
It's like tears falling down
Drops of pain hit the ground

I can't speak
There's no sound when you're gone
(Yeah, yeah, come on)

[Chorus]
I can
I will
I know
I can untie these hands
And get backup again
(oh-ho)
I can
I will
I know
I can untie these hands
And get back up again
I can
Oh
I can
(Get back up again)

We're not the first ones to be divided, oh
Won't be the last to be reunited, no
(Come on, one more time)

When you're gone

[Chorus]
(Come on)
I can
I will
I know
I can untie these hands
And get back up again
(oh-ho)
I can
I will
I know
I can untie these hands
And get back up again
I can
Oh
I can
(Get back up again)","You were the eyes in the face of fortune
I lost my way and I couldn't find you
Oh, oh no

We're not the first ones to be divided
Won't be the last to be reunited
Oh
Oh no

[preChorus]
It's like tears falling down
Drops of pain hit the ground
I can't speak
There's no sound when you're gone
(Yeah, yeah, come on)

[Chorus]
I can
I will
I know
I can untie these hands
And get back up again
(oh-ho)
I can
I will
I know
I can untie these hands
And get back up again
I can
Oh
I can
(Get back up again)

I have never lost anything quite like this
No second chances if I don't find it
No (no)
Oh no
(oh no)

You closed the door and you kept on walking
Left me behind and there's no more talking
No
Oh no
(Oh no)

[preChorus]
It's like tears falling down
Drops of pain hit the ground

I can't speak
There's no sound when you're gone
(Yeah, yeah, come on)

[Chorus]
I can
I will
I know
I can untie these hands
And get backup again
(oh-ho)
I can
I will
I know
I can untie these hands
And get back up again
I can
Oh
I can
(Get back up again)

We're not the first ones to be divided, oh
Won't be the last to be reunited, no
(Come on, one more time)

When you're gone

[Chorus]
(Come on)
I can
I will
I know
I can untie these hands
And get back up again
(oh-ho)
I can
I will
I know
I can untie these hands
And get back up again
I can
Oh
I can
(Get back up again)",English,I Can,Pop,English
2011,Germany,Taken by a Stranger,"[Verse 1]
She's got a knuckle in her eye
He knows her cat call
Can't escape from telling lies
I heard her sayin':
""Hey, mind if I take this chair?""
""Hey, mind if I take this chair?""
He drops a pause
She looks annoyed
But she's so mean
He thinks she has to be the one

[Chorus]
Taken by a stranger
Stranger things are starting to begin
Lured into the danger
Trip me up and spin me 'round again

[Verse 2]
You've got some coffee on your collar
And you forgot to comb your hair
But I can wait 'til I do better
You're here and I don't care
Can't help it if you like it
'Cause I won't be here tomorrow
No one ever told you that you wouldn't be rejected

[Chorus]
Taken by a stranger
Stranger things are starting to begin
Lured into the danger (It's a risky business)
Trip me up and spin me round again

[Bridge]
Da da da da, da da da
Da da da da, da da da
Uhhhh
Na na na na na

[Verse 3]
Put the blindfold on his eyes
She saw him, peek through
Can't imagine her disguise
I heard her sayin':
""Hey, mind if I take this chair?""
""Yeah, see if I care""

[Chorus]
Taken by a stranger
Stranger things are starting to begin
Lured into the danger (It's a risky business)
Trip me up and spin me round again","[Verse 1]
She's got a knuckle in her eye
He knows her cat call
Can't escape from telling lies
I heard her sayin':
""Hey, mind if I take this chair?""
""Hey, mind if I take this chair?""
He drops a pause
She looks annoyed
But she's so mean
He thinks she has to be the one

[Chorus]
Taken by a stranger
Stranger things are starting to begin
Lured into the danger
Trip me up and spin me 'round again

[Verse 2]
You've got some coffee on your collar
And you forgot to comb your hair
But I can wait 'til I do better
You're here and I don't care
Can't help it if you like it
'Cause I won't be here tomorrow
No one ever told you that you wouldn't be rejected

[Chorus]
Taken by a stranger
Stranger things are starting to begin
Lured into the danger (It's a risky business)
Trip me up and spin me round again

[Bridge]
Da da da da, da da da
Da da da da, da da da
Uhhhh
Na na na na na

[Verse 3]
Put the blindfold on his eyes
She saw him, peek through
Can't imagine her disguise
I heard her sayin':
""Hey, mind if I take this chair?""
""Yeah, see if I care""

[Chorus]
Taken by a stranger
Stranger things are starting to begin
Lured into the danger (It's a risky business)
Trip me up and spin me round again",English,Taken by a Stranger,Pop,English
